<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;60;120824;110000;128.38;128.61;127.45;127.9;5308300
GAZP;60;120824;120000;127.89;128.34;127.3;127.43;3482570
GAZP;60;120824;130000;127.43;127.75;127.11;127.58;2300730
GAZP;60;120824;140000;127.56;128.39;127.5;127.96;1794710
GAZP;60;120824;150000;127.98;128.3;127.82;128.24;1406050
GAZP;60;120824;160000;128.23;129.35;128.23;128.78;3978470
GAZP;60;120824;170000;128.77;128.88;128.22;128.31;2113060
GAZP;60;120824;180000;128.31;128.6;128.04;128.41;1402390
GAZP;60;120824;190000;128.41;128.84;128.22;128.22;772020
GAZP;60;120824;200000;128.23;128.49;128.2;128.23;847850
GAZP;60;120824;210000;128.25;128.49;128.22;128.39;712490
GAZP;60;120824;220000;128.39;128.58;128.35;128.41;354730
GAZP;60;120824;230000;128.41;128.7;128.35;128.61;370490
GAZP;60;130824;000000;128.6;129.18;128.5;128.71;956970
GAZP;60;130824;110000;128.79;130.8;128.79;129.65;4762160
GAZP;60;130824;120000;129.65;129.7;129.07;129.57;1984350
GAZP;60;130824;130000;129.58;130;129.41;129.86;2823390
GAZP;60;130824;140000;129.85;130.4;129.53;130.19;3500010
GAZP;60;130824;150000;130.15;130.2;129.56;129.99;1290860
GAZP;60;130824;160000;130;130.25;129.85;130.24;1612900
GAZP;60;130824;170000;130.24;130.39;129.83;130.34;2070750
GAZP;60;130824;180000;130.33;130.65;129.83;130.02;2545900
GAZP;60;130824;190000;130.02;130.1;129.7;130.03;1110300
GAZP;60;130824;200000;129.82;129.98;129.75;129.83;264090
GAZP;60;130824;210000;129.83;130.02;129.81;130.02;295150
GAZP;60;130824;220000;130;130.2;129.95;129.97;456670
GAZP;60;130824;230000;130;130.18;129.9;130.12;274220
GAZP;60;140824;000000;130.18;130.58;130.1;130.49;820350
GAZP;60;140824;110000;130.8;131.49;130.59;131.02;5971850
GAZP;60;140824;120000;131.01;131.39;130.84;131.11;1492030
GAZP;60;140824;130000;131.1;131.38;130.87;131.23;1299100
GAZP;60;140824;140000;131.22;131.3;130.59;130.89;2530820
GAZP;60;140824;150000;130.89;131;130.51;130.6;1823250
GAZP;60;140824;160000;130.61;130.81;130.47;130.63;1039250
GAZP;60;140824;170000;130.64;130.71;130.49;130.5;77400
GAZP;60;140824;180000;130.5;130.6;129.8;130.14;2512930
GAZP;60;140824;190000;130.14;130.36;129.92;129.99;1947060
GAZP;60;140824;200000;129.99;130;129.61;129.79;1020930
GAZP;60;140824;210000;129.8;129.93;129.67;129.7;386390
GAZP;60;140824;220000;129.7;129.84;129.66;129.7;497660
GAZP;60;140824;230000;129.7;129.77;129.51;129.59;597130
GAZP;60;150824;000000;129.58;129.86;129.58;129.84;471960
GAZP;60;150824;110000;129.98;130.31;129.25;129.46;2946520
GAZP;60;150824;120000;129.39;129.44;128.52;128.8;3731320
GAZP;60;150824;130000;128.8;129.65;128.77;129.38;1781040
GAZP;60;150824;140000;129.35;129.71;128.81;128.94;1204210
GAZP;60;150824;150000;128.93;129.03;128.22;128.64;1771260
GAZP;60;150824;160000;128.65;128.69;127.85;127.94;2409460
GAZP;60;150824;170000;127.93;128.39;127.55;128.06;4328680
GAZP;60;150824;180000;128.06;128.24;127.14;127.23;2893390
GAZP;60;150824;190000;127.22;127.63;127.01;127.63;2276480
GAZP;60;150824;200000;127.44;127.7;127.32;127.68;769600
GAZP;60;150824;210000;127.69;127.86;127.41;127.51;481600
GAZP;60;150824;220000;127.51;127.68;127.43;127.53;256480
GAZP;60;150824;230000;127.53;127.59;127.24;127.26;508600
GAZP;60;160824;000000;127.27;127.6;127.24;127.6;335090
GAZP;60;160824;110000;127.61;128.24;127.3;127.58;3564610
GAZP;60;160824;120000;127.63;127.82;127.19;127.37;1254020
GAZP;60;160824;130000;127.38;127.71;127.25;127.39;1602980
GAZP;60;160824;140000;127.38;127.39;126.69;127.11;3684750
GAZP;60;160824;150000;127.15;127.69;127;127.19;1372190
GAZP;60;160824;160000;127.21;127.6;127.06;127.46;964030
GAZP;60;160824;170000;127.47;128.24;127.47;128.01;3144270
GAZP;60;160824;180000;128.01;128.1;127.55;127.71;1399550
GAZP;60;160824;190000;127.7;127.71;126.6;126.6;2961560
GAZP;60;160824;200000;126.69;126.91;126.55;126.7;1434740
GAZP;60;160824;210000;126.7;126.85;126.31;126.33;1594290
GAZP;60;160824;220000;126.32;126.32;125.68;125.75;3480940
GAZP;60;160824;230000;125.74;126.1;125.26;125.77;2387090
GAZP;60;170824;000000;125.73;127.05;125.71;126.36;1585600
GAZP;60;190824;110000;126.42;127.38;125.85;126.93;6714880
GAZP;60;190824;120000;126.93;127.69;126.42;126.71;3556130
GAZP;60;190824;130000;126.73;126.85;126.08;126.28;2106850
GAZP;60;190824;140000;126.29;126.48;125.51;126.08;4133960
GAZP;60;190824;150000;126.05;126.46;125.28;125.66;1951140
GAZP;60;190824;160000;125.68;126.1;125.36;125.64;1492060
GAZP;60;190824;170000;125.64;126.5;125.21;126.5;2855580
GAZP;60;190824;180000;126.48;127.07;126.11;126.92;3075260
GAZP;60;190824;190000;126.89;126.89;125.75;125.75;1540520
GAZP;60;190824;200000;125.73;126.16;125.52;126.14;1350230
GAZP;60;190824;210000;126.14;126.17;125.7;126;451690
GAZP;60;190824;220000;125.99;126.23;125.92;126.17;279070
GAZP;60;190824;230000;126.16;126.28;126;126.01;441570
GAZP;60;200824;000000;126;126.3;126;126.29;501090
GAZP;60;200824;110000;126.29;126.8;125.9;126.18;3393650
GAZP;60;200824;120000;126.18;126.7;125.82;126.69;2682680
GAZP;60;200824;130000;126.69;127.64;126.35;127.37;4283390
GAZP;60;200824;140000;127.37;127.57;126.7;127.24;2631720
GAZP;60;200824;150000;127.24;127.47;126.7;127.04;1910710
GAZP;60;200824;160000;127.04;127.11;126;126.01;3632580
GAZP;60;200824;170000;126;126.49;125.64;126.2;2313070
GAZP;60;200824;180000;126.2;126.36;125.62;125.78;1982840
GAZP;60;200824;190000;125.77;125.89;125.34;125.5;1881210
GAZP;60;200824;200000;125.52;125.86;125.52;125.54;807970
GAZP;60;200824;210000;125.56;125.94;125.5;125.84;717550
GAZP;60;200824;220000;125.84;125.9;125.44;125.48;500540
GAZP;60;200824;230000;125.51;126.05;125.33;125.86;941720
GAZP;60;210824;000000;125.86;126.1;125.71;125.85;484380
GAZP;60;210824;110000;125.5;126.4;125.5;125.8;2337310
GAZP;60;210824;120000;125.8;125.81;123.88;124.04;8996340
GAZP;60;210824;130000;124.01;124.71;123.95;124.44;3809800
GAZP;60;210824;140000;124.44;124.45;123.53;124.07;2855990
GAZP;60;210824;150000;124.04;124.45;123.4;123.85;3521680
GAZP;60;210824;160000;123.84;124.31;123.73;123.8;1992800
GAZP;60;210824;170000;123.81;124.34;123.52;123.99;2926590
GAZP;60;210824;180000;124;124.49;123.76;123.93;3607250
GAZP;60;210824;190000;123.93;123.99;123.6;123.66;1253160
GAZP;60;210824;200000;123.86;124;123.21;123.44;1614700
GAZP;60;210824;210000;123.43;123.49;123.03;123.34;1363060
GAZP;60;210824;220000;123.34;123.49;123.07;123.18;694310
GAZP;60;210824;230000;123.18;123.51;123.11;123.43;398860
GAZP;60;220824;000000;123.42;123.59;123.2;123.38;560160
GAZP;60;220824;110000;123.4;123.76;122.6;123.37;3448580
GAZP;60;220824;120000;123.37;123.97;123.21;123.41;2656970
GAZP;60;220824;130000;123.41;123.57;123.08;123.43;1465800
GAZP;60;220824;140000;123.43;123.7;123.11;123.21;1181770
GAZP;60;220824;150000;123.2;123.4;122.22;122.26;3692330
GAZP;60;220824;160000;122.27;122.5;121.32;121.42;3501850
GAZP;60;220824;170000;121.41;121.53;119.67;120.24;11597700
GAZP;60;220824;180000;120.21;120.5;119.24;119.66;7810970
GAZP;60;220824;190000;119.66;119.66;118.41;119;7111390
GAZP;60;220824;200000;119;119.28;117.84;118.97;7835730
GAZP;60;220824;210000;118.97;119.28;118.5;118.97;2357540
GAZP;60;220824;220000;118.97;119;118.27;118.29;1200360
GAZP;60;220824;230000;118.29;119.35;118.24;119.26;1303020
GAZP;60;230824;000000;119.26;119.33;118.3;118.51;975340
GAZP;60;230824;110000;118.2;119.24;116.06;117.32;15328840
GAZP;60;230824;120000;117.32;117.5;116.41;116.9;5250830
GAZP;60;230824;130000;116.9;118.18;116.88;117.36;4227510
GAZP;60;230824;140000;117.36;117.46;116.64;116.87;2431010
GAZP;60;230824;150000;116.81;117.17;115.7;116.07;4955920
GAZP;60;230824;160000;116.07;116.88;115.81;116.84;6277740
GAZP;60;230824;170000;116.84;117.34;116.39;117.29;3490470
GAZP;60;230824;180000;117.3;117.34;115.94;116.14;4102970
GAZP;60;230824;190000;116.14;116.5;115;116.26;6596780
GAZP;60;230824;200000;116.25;116.3;115.42;116.3;1724970
GAZP;60;230824;210000;116.3;116.74;116.21;116.31;1154300
GAZP;60;230824;220000;116.31;116.6;116.05;116.53;1076210
GAZP;60;230824;230000;116.52;117.16;116.52;116.92;2571080
GAZP;60;240824;000000;116.92;117.21;116.69;116.81;1398230
GAZP;60;260824;110000;119.5;122.26;119.49;122.25;23466090
GAZP;60;260824;120000;122.25;122.7;121.5;122.55;11626540
GAZP;60;260824;130000;122.55;123.1;122.14;122.85;7911300
GAZP;60;260824;140000;122.86;123.46;122.8;122.84;8500230
GAZP;60;260824;150000;122.93;125.35;122.8;124.64;10519320
GAZP;60;260824;160000;124.64;125.75;124.15;125.14;8997790
GAZP;60;260824;170000;125.14;128.01;125.13;126.12;21926560
GAZP;60;260824;180000;126.12;126.88;125.33;125.52;12243130
GAZP;60;260824;190000;125.51;125.59;124.5;124.61;6825150
GAZP;60;260824;200000;124.79;126.3;124.63;126.1;4012550
GAZP;60;260824;210000;126.1;126.56;125.61;125.85;3232890
GAZP;60;260824;220000;125.85;125.89;125.5;125.5;1346240
GAZP;60;260824;230000;125.51;126.25;125.5;126.12;1068900
GAZP;60;270824;000000;126.11;126.8;126.07;126.8;1440690
GAZP;60;270824;110000;127.3;127.98;125.53;126.3;14620410
GAZP;60;270824;120000;126.3;126.69;125.5;125.59;8676120
GAZP;60;270824;130000;125.59;126.79;125.01;126.66;7798400
GAZP;60;270824;140000;126.65;127.22;125.45;125.5;8325750
GAZP;60;270824;150000;125.49;126.34;125.1;126.2;6301170
GAZP;60;270824;160000;126.21;126.33;123.92;124.24;13097210
GAZP;60;270824;170000;124.24;124.78;122.85;123.16;14235090
GAZP;60;270824;180000;123.16;123.77;122.96;123.13;6225720
GAZP;60;270824;190000;123.13;123.42;122.52;122.93;5014430
GAZP;60;270824;200000;123.18;123.26;122.68;122.88;1502610
GAZP;60;270824;210000;122.9;123.79;122.83;123.66;1846140
GAZP;60;270824;220000;123.66;123.66;123.25;123.39;715820
GAZP;60;270824;230000;123.4;124;123.4;123.9;2342980
GAZP;60;280824;000000;123.9;124.7;123.71;124.47;1796960
GAZP;60;280824;110000;124.34;124.47;122.22;122.99;9131350
GAZP;60;280824;120000;122.98;123.43;121.61;121.96;6728870
GAZP;60;280824;130000;121.94;122.5;121.52;121.79;5270420
GAZP;60;280824;140000;121.8;122.03;121;121.87;6717750
GAZP;60;280824;150000;121.87;122.2;121.3;121.41;3540740
GAZP;60;280824;160000;121.41;123.4;121.35;122.73;6113420
GAZP;60;280824;170000;122.72;125.67;122.7;124.41;14527920
GAZP;60;280824;180000;124.4;124.79;123.82;123.85;4970080
GAZP;60;280824;190000;123.84;124.03;122.6;122.6;5377640
GAZP;60;280824;200000;122.85;124.6;122.85;123.96;3183590
GAZP;60;280824;210000;123.96;124.73;123.9;124.59;2278340
GAZP;60;280824;220000;124.64;124.9;124.37;124.55;1173810
GAZP;60;280824;230000;124.55;124.78;124.41;124.65;802480
GAZP;60;290824;000000;124.66;124.88;124;124.51;1328220
GAZP;60;290824;110000;124.49;125.47;123.55;125.2;8326000
GAZP;60;290824;120000;125.21;126.5;124.93;125.88;10587230
GAZP;60;290824;130000;125.89;126.13;123.86;124.36;9769750
GAZP;60;290824;140000;124.35;125.6;124.18;124.91;4631460
GAZP;60;290824;150000;124.93;125.2;124.22;124.84;3113660
GAZP;60;290824;160000;124.84;125.99;124.84;125.07;5204010
GAZP;60;290824;170000;125.07;125.8;124.8;125.47;3693170
GAZP;60;290824;180000;125.46;130;123.6;128.96;63912900
GAZP;60;290824;190000;128.95;129.8;128.24;129.58;20500620
GAZP;60;290824;200000;129.6;130.1;128.6;128.78;13745160
GAZP;60;290824;210000;128.78;129.34;128.73;129.23;3194280
GAZP;60;290824;220000;129.23;130;128.89;129.59;6208840
GAZP;60;290824;230000;129.66;130.91;129.38;130.38;8443600
GAZP;60;300824;000000;130.39;130.89;129.9;130.27;3704740
GAZP;60;300824;110000;130.88;131.3;128.75;128.88;20549330
GAZP;60;300824;120000;128.87;129.32;128.5;128.99;9052420
GAZP;60;300824;130000;128.99;129.06;126.1;127;18390190
GAZP;60;300824;140000;127.03;127.4;125.23;126;14976980
GAZP;60;300824;150000;126.01;126.48;124.55;124.79;11152660
GAZP;60;300824;160000;124.8;125.7;124.01;125;10413830
GAZP;60;300824;170000;125.02;125.67;124.41;125.05;6066450
GAZP;60;300824;180000;125.06;125.75;123.23;123.4;8938220
GAZP;60;300824;190000;123.39;124.35;122.84;123.61;7514080
GAZP;60;300824;200000;123.75;123.82;122.85;122.95;4739300
GAZP;60;300824;210000;122.92;123.42;122.6;123.42;4184720
GAZP;60;300824;220000;123.42;123.98;123.42;123.8;1789320
GAZP;60;300824;230000;123.79;123.87;123.03;123.18;1754930
GAZP;60;310824;000000;123.16;123.37;122.9;122.97;1823930
GAZP;60;020924;110000;122.89;123.86;121.43;122.33;16363320
GAZP;60;020924;120000;122.34;123.58;121.75;122.27;8404250
GAZP;60;020924;130000;122.27;123.39;121.9;122.78;6219100
GAZP;60;020924;140000;122.78;124.73;122.69;123.8;6737170
GAZP;60;020924;150000;123.85;124.7;123.25;123.89;6710260
GAZP;60;020924;160000;123.89;124;121.9;122.91;10708760
GAZP;60;020924;170000;122.94;123.9;122.3;123.02;6283510
GAZP;60;020924;180000;123.05;124.63;122.82;124.04;5688600
GAZP;60;020924;190000;124.05;124.33;123.49;123.52;3017730
GAZP;60;020924;200000;123.52;123.75;122.4;122.68;3733530
GAZP;60;020924;210000;122.66;122.74;121.6;122.2;3993840
GAZP;60;020924;220000;122.18;122.87;122.01;122.57;1701510
GAZP;60;020924;230000;122.57;123.16;122.43;122.5;1436160
GAZP;60;030924;000000;122.48;123.97;122;123.86;1839600
GAZP;60;030924;110000;124.15;125.17;122.01;122.7;12581110
GAZP;60;030924;120000;122.69;125;122.62;124.71;11320800
GAZP;60;030924;130000;124.69;125.5;123.91;124.67;9518200
GAZP;60;030924;140000;124.67;125.15;124.22;124.42;4668210
GAZP;60;030924;150000;124.47;124.54;122.82;123.06;5477770
GAZP;60;030924;160000;123.06;123.26;121.62;122.46;6343450
GAZP;60;030924;170000;122.44;123.24;122.34;122.88;3544970
GAZP;60;030924;180000;122.88;122.88;120.1;120.3;10949860
GAZP;60;030924;190000;120.3;120.33;118.6;120.13;11509690
GAZP;60;030924;200000;120.16;120.83;119.64;119.86;3713580
GAZP;60;030924;210000;119.87;120.41;119.55;119.82;1935650
GAZP;60;030924;220000;119.81;120.88;119.8;120.81;1308910
GAZP;60;030924;230000;120.81;121;120.13;120.56;961040
GAZP;60;040924;000000;120.59;120.9;120.5;120.6;613860
GAZP;60;040924;110000;120.7;121.3;119.66;120.43;9356240
GAZP;60;040924;120000;120.46;121.48;120.25;120.29;4710160
GAZP;60;040924;130000;120.3;120.8;119.78;120.2;4626190
GAZP;60;040924;140000;120.2;121.4;119.94;121.24;3554220
GAZP;60;040924;150000;121.22;121.39;120.42;120.95;3799000
GAZP;60;040924;160000;120.95;122.12;120.91;121.19;6139820
GAZP;60;040924;170000;121.19;121.49;120.82;121.36;1723780
GAZP;60;040924;180000;121.36;122.11;121.21;121.96;3048390
GAZP;60;040924;190000;121.94;122.69;121.54;122.4;3034100
GAZP;60;040924;200000;122.63;122.9;122.41;122.55;2551180
GAZP;60;040924;210000;122.55;122.74;122.14;122.55;1302170
GAZP;60;040924;220000;122.55;122.6;122.06;122.11;669830
GAZP;60;040924;230000;122.15;122.68;122.1;122.41;689380
GAZP;60;050924;000000;122.4;122.6;122.28;122.46;550920
GAZP;60;050924;110000;123.5;123.98;122;122.5;8368130
GAZP;60;050924;120000;122.5;123.1;121.54;122.55;3834230
GAZP;60;050924;130000;122.55;123.91;122.4;123.71;6031490
GAZP;60;050924;140000;123.71;123.72;123.07;123.65;3302470
GAZP;60;050924;150000;123.66;124.53;123.26;124;5034190
GAZP;60;050924;160000;124;124.5;123.67;124.34;4920360
GAZP;60;050924;170000;124.34;124.78;124.02;124.76;4111110
GAZP;60;050924;180000;124.75;124.95;124.11;124.53;4312900
GAZP;60;050924;190000;124.54;124.76;124.04;124.04;3407630
GAZP;60;050924;200000;124.39;124.4;123.4;123.6;2139720
GAZP;60;050924;210000;123.59;124.09;123.44;123.69;794420
GAZP;60;050924;220000;123.68;123.86;123.13;123.62;2058040
GAZP;60;050924;230000;123.62;123.94;123.45;123.63;927480
GAZP;60;060924;000000;123.62;123.96;123.62;123.76;413620
GAZP;60;060924;110000;123.75;124.45;123.43;124.21;3498480
GAZP;60;060924;120000;124.22;124.6;122.83;123.04;3788430
GAZP;60;060924;130000;123.05;123.39;122.61;123.3;3480390
GAZP;60;060924;140000;123.29;123.56;122.74;122.77;1295750
GAZP;60;060924;150000;122.8;123.5;122.63;123.12;1336760
GAZP;60;060924;160000;123.13;123.92;123.07;123.89;2414880
GAZP;60;060924;170000;123.9;123.9;123.38;123.67;1637980
GAZP;60;060924;180000;123.7;123.95;122.83;122.87;2220140
GAZP;60;060924;190000;122.89;123;122.26;122.61;2437150
GAZP;60;060924;200000;122.9;123.2;122.69;122.8;822180
GAZP;60;060924;210000;122.8;123.08;122.75;122.97;443100
GAZP;60;060924;220000;122.97;122.99;122.74;122.85;296240
GAZP;60;060924;230000;122.85;123.15;122.85;123;757530
GAZP;60;070924;000000;122.99;123.15;122.86;123;451620
GAZP;60;090924;110000;123.62;124;123.2;123.8;4806230
GAZP;60;090924;120000;123.8;124.5;123.7;124.35;4144480
GAZP;60;090924;130000;124.33;125.15;124.08;124.95;4201360
GAZP;60;090924;140000;124.94;125.48;124.61;124.74;3137550
GAZP;60;090924;150000;124.75;124.92;124.17;124.4;2640460
GAZP;60;090924;160000;124.41;124.69;124.14;124.35;2014710
GAZP;60;090924;170000;124.33;124.5;123.83;124.33;1930630
GAZP;60;090924;180000;124.33;124.77;124.31;124.64;1841600
GAZP;60;090924;190000;124.63;124.89;124.2;124.84;1434990
GAZP;60;090924;200000;124.84;125.25;124.68;125.13;1997510
GAZP;60;090924;210000;125.14;125.2;124.71;124.77;931030
GAZP;60;090924;220000;124.78;124.88;124.45;124.87;1062740
GAZP;60;090924;230000;124.85;125.02;124.84;124.97;473310
GAZP;60;100924;000000;124.97;125.25;124.9;125.04;1047350
GAZP;60;100924;110000;125.52;125.96;124.5;125.01;6620840
GAZP;60;100924;120000;125.02;125.04;124.24;124.31;3539490
GAZP;60;100924;130000;124.3;124.63;123.63;124.2;2492250
GAZP;60;100924;140000;124.19;124.47;123.9;124.17;1358000
GAZP;60;100924;150000;124.17;124.4;124.01;124.19;990150
GAZP;60;100924;160000;124.2;124.34;123.34;123.34;2997880
GAZP;60;100924;170000;123.35;124.15;123.23;123.89;1364830
GAZP;60;100924;180000;123.89;123.91;123.05;123.47;3481400
GAZP;60;100924;190000;123.44;123.59;123.2;123.26;999000
GAZP;60;100924;200000;123.38;123.47;122.82;123.2;2311820
GAZP;60;100924;210000;123.19;123.29;123.02;123.21;640050
GAZP;60;100924;220000;123.21;123.47;123.19;123.4;803510
GAZP;60;100924;230000;123.38;123.46;123.32;123.43;179060
GAZP;60;110924;000000;123.44;123.45;123.32;123.44;165530
GAZP;60;110924;110000;123.4;123.67;122.45;122.74;3761390
GAZP;60;110924;120000;122.73;122.99;122.51;122.76;1285650
GAZP;60;110924;130000;122.75;123.25;122.6;122.89;1264330
GAZP;60;110924;140000;122.89;123.14;122.67;122.78;1809240
GAZP;60;110924;150000;122.77;123.03;122.6;123;1237940
GAZP;60;110924;160000;122.99;123.4;122.77;122.98;1868510
GAZP;60;110924;170000;122.99;123.06;122.6;122.69;896900
GAZP;60;110924;180000;122.69;122.97;122.15;122.21;2777670
GAZP;60;110924;190000;122.21;122.55;121.91;121.99;2389180
GAZP;60;110924;200000;122;122.2;121.75;121.87;1751900
GAZP;60;110924;210000;121.87;122.18;121.75;121.87;891740
GAZP;60;110924;220000;121.83;122;121.75;121.76;350450
GAZP;60;110924;230000;121.75;121.9;121.35;121.61;1456340
GAZP;60;120924;000000;121.62;121.76;121.5;121.62;425100
GAZP;60;120924;110000;121.61;121.84;120.81;121.12;4617150
GAZP;60;120924;120000;121.12;121.15;120.1;120.22;5080100
GAZP;60;120924;130000;120.23;120.69;119.78;119.98;2851530
GAZP;60;120924;140000;119.98;120.15;119.65;120.06;3360440
GAZP;60;120924;150000;120.06;120.5;119.65;119.75;2387380
GAZP;60;120924;160000;119.73;120.01;117.32;117.93;10602960
GAZP;60;120924;170000;117.92;118.35;117.71;117.98;5889390
GAZP;60;120924;180000;117.98;118.51;117.82;118.06;4546850
GAZP;60;120924;190000;118.06;118.33;117.84;118.08;1468420
GAZP;60;120924;200000;118.08;118.64;118.04;118.07;2128980
GAZP;60;120924;210000;118.07;118.44;118;118.28;1112590
GAZP;60;120924;220000;118.28;118.69;118.19;118.47;943870
GAZP;60;120924;230000;118.5;118.81;118.43;118.62;806040
GAZP;60;130924;000000;118.62;118.83;118.53;118.78;984770
GAZP;60;130924;110000;118.79;119.06;118.21;118.73;3814810
GAZP;60;130924;120000;118.73;118.73;118.11;118.47;1874670
GAZP;60;130924;130000;118.46;118.77;118.22;118.7;1359030
GAZP;60;130924;140000;118.7;119.5;117;117.18;11754410
GAZP;60;130924;150000;117.18;117.37;116.01;116.92;11225150
GAZP;60;130924;160000;116.93;118.18;116.72;118.13;5358720
GAZP;60;130924;170000;118.12;119.42;117.74;118.91;6214770
GAZP;60;130924;180000;118.92;119.8;118.45;119.43;4701750
GAZP;60;130924;190000;119.43;119.87;119.31;119.87;3219350
GAZP;60;130924;200000;119.8;119.96;119.52;119.86;1659200
GAZP;60;130924;210000;119.85;119.9;119.07;119.37;1662570
GAZP;60;130924;220000;119.38;119.82;119.29;119.71;941460
GAZP;60;130924;230000;119.73;119.88;119.37;119.72;824780
GAZP;60;140924;000000;119.73;119.97;119.67;119.91;1193530
GAZP;60;160924;110000;120.6;120.99;119.75;119.92;6994590
GAZP;60;160924;120000;119.92;120.5;119.52;120.21;4931420
GAZP;60;160924;130000;120.26;121.38;120.26;121.27;4870040
GAZP;60;160924;140000;121.21;121.5;120.8;120.85;2841210
GAZP;60;160924;150000;120.86;122.23;120.58;121.61;4531330
GAZP;60;160924;160000;121.6;122;121.24;121.89;2572290
GAZP;60;160924;170000;121.9;122.31;121.65;122.01;3757480
GAZP;60;160924;180000;122.02;122.12;121.6;122.06;1969400
GAZP;60;160924;190000;122.06;122.62;121.89;122.13;2346450
GAZP;60;160924;200000;122.11;122.23;121.85;122;1170160
GAZP;60;160924;210000;122;122.2;121.87;122.15;359320
GAZP;60;160924;220000;122.15;122.58;122;122.18;1208130
GAZP;60;160924;230000;122.21;122.22;121.77;121.89;662520
GAZP;60;170924;000000;121.89;122;121.73;121.73;607680
GAZP;60;170924;110000;121.92;122.25;120.17;120.96;8165580
GAZP;60;170924;120000;120.95;121.27;120.31;121.27;4361310
GAZP;60;170924;130000;121.27;121.66;120.94;121.02;2676860
GAZP;60;170924;140000;121;121.11;120.61;121.03;2351270
GAZP;60;170924;150000;121.03;121.16;120.2;120.93;2375540
GAZP;60;170924;160000;120.94;121.4;120.64;121.36;1521470
GAZP;60;170924;170000;121.34;121.55;121.01;121.23;1882970
GAZP;60;170924;180000;121.25;123.23;121.05;123.14;6065210
GAZP;60;170924;190000;123.15;123.47;122.74;122.98;3971610
GAZP;60;170924;200000;123;123.2;122.73;123;1150610
GAZP;60;170924;210000;123;123.05;122.75;122.97;525740
GAZP;60;170924;220000;122.98;123.03;122.8;122.81;310130
GAZP;60;170924;230000;122.8;123;122.7;122.85;684890
GAZP;60;180924;000000;122.85;123.2;122.76;123.1;801430
GAZP;60;180924;110000;122.63;123.9;122.42;123.08;7221940
GAZP;60;180924;120000;123.08;123.19;121.9;122.27;5123120
GAZP;60;180924;130000;122.26;122.93;122.26;122.79;2867700
GAZP;60;180924;140000;122.8;123.18;122.3;122.68;3341060
GAZP;60;180924;150000;122.65;122.69;122.07;122.14;1986910
GAZP;60;180924;160000;122.11;122.6;122.02;122.18;1739190
GAZP;60;180924;170000;122.19;122.69;122;122.68;1895800
GAZP;60;180924;180000;122.68;123.11;122.35;122.57;2019920
GAZP;60;180924;190000;122.58;122.6;122.24;122.26;1288930
GAZP;60;180924;200000;122.25;122.4;122;122.2;1190830
GAZP;60;180924;210000;122.21;122.42;122.15;122.26;438020
GAZP;60;180924;220000;122.27;122.5;122.23;122.46;533170
GAZP;60;180924;230000;122.48;122.48;122.15;122.16;361930
GAZP;60;190924;000000;122.16;122.44;122;122.18;588440
GAZP;60;190924;110000;121.92;122.46;121.29;121.92;4151730
GAZP;60;190924;120000;121.93;122.23;121.72;122.12;2502860
GAZP;60;190924;130000;122.12;123.39;122.12;123.02;5223110
GAZP;60;190924;140000;123.03;123.06;122.14;122.14;3937650
GAZP;60;190924;150000;122.14;122.47;121.91;122.4;3827420
GAZP;60;190924;160000;122.39;122.41;121.21;122.04;13686730
GAZP;60;190924;170000;122.04;122.29;121.84;122.09;2105690
GAZP;60;190924;180000;122.05;123.21;121.98;122.52;4577750
GAZP;60;190924;190000;122.53;122.77;122.15;122.4;1523190
GAZP;60;190924;200000;122.41;122.74;122.2;122.3;655500
GAZP;60;190924;210000;122.3;122.6;122.29;122.49;313440
GAZP;60;190924;220000;122.49;122.5;122.35;122.45;134800
GAZP;60;190924;230000;122.46;122.47;122.2;122.25;339690
GAZP;60;200924;000000;122.25;122.38;122.15;122.24;296440
GAZP;60;200924;110000;122.26;122.97;122.25;122.82;3415850
GAZP;60;200924;120000;122.82;123.07;122.4;123.02;1837090
GAZP;60;200924;130000;123;123.18;122.58;122.78;3302170
GAZP;60;200924;140000;122.76;122.9;122.61;122.85;1357030
GAZP;60;200924;150000;122.84;123.1;122.35;122.54;2070720
GAZP;60;200924;160000;122.55;122.89;121.86;122.82;5618080
GAZP;60;200924;170000;122.81;123.02;122.17;122.3;4963050
GAZP;60;200924;180000;122.31;122.42;122.13;122.4;1266340
GAZP;60;200924;190000;122.39;122.54;122.22;122.23;941950
GAZP;60;200924;200000;122.31;122.51;122.24;122.33;603000
GAZP;60;200924;210000;122.33;122.43;122.19;122.35;709940
GAZP;60;200924;220000;122.35;122.49;122.35;122.38;736950
GAZP;60;200924;230000;122.39;122.45;122.35;122.42;574650
GAZP;60;210924;000000;122.42;122.69;122.4;122.4;1097780
GAZP;60;230924;110000;122.68;124.28;122.62;123.45;9564380
GAZP;60;230924;120000;123.46;123.8;123.21;123.48;2606950
GAZP;60;230924;130000;123.49;123.63;123.15;123.51;1638550
GAZP;60;230924;140000;123.51;124.08;123.43;123.97;2983950
GAZP;60;230924;150000;123.95;124.18;123.63;124.02;2144270
GAZP;60;230924;160000;124.03;124.06;123.52;123.58;2052680
GAZP;60;230924;170000;123.6;124;123.57;123.77;2111860
GAZP;60;230924;180000;123.77;123.88;123.45;123.87;2159190
