<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;60;021224;150000;124.45;124.67;124.33;124.45;2457480
GAZP;60;021224;160000;124.44;124.78;123.62;123.71;4011350
GAZP;60;021224;170000;123.72;124.5;123.51;124.11;4672730
GAZP;60;021224;180000;124.12;124.24;123.7;124.16;2685210
GAZP;60;021224;190000;124.15;124.35;123.91;124;1495350
GAZP;60;021224;200000;124;124.18;123.84;123.87;628960
GAZP;60;021224;210000;123.87;124.11;123.7;124.06;734730
GAZP;60;021224;220000;124.06;124.09;123.86;123.9;353890
GAZP;60;021224;230000;123.91;124.14;123.8;124.14;505590
GAZP;60;031224;000000;124.14;124.14;123.81;123.9;406720
GAZP;60;031224;110000;123.94;124;123.02;123.5;4107710
GAZP;60;031224;120000;123.5;123.57;122.33;122.75;5746480
GAZP;60;031224;130000;122.75;123.32;122.6;122.7;1955330
GAZP;60;031224;140000;122.7;122.94;122.64;122.8;1468630
GAZP;60;031224;150000;122.8;123.38;122.79;122.9;2323810
GAZP;60;031224;160000;122.9;123;122.1;122.28;4957080
GAZP;60;031224;170000;122.28;122.29;121.18;121.75;4985500
GAZP;60;031224;180000;121.75;121.76;120.71;121.71;3103130
GAZP;60;031224;190000;121.7;122.17;121.4;121.54;2096640
GAZP;60;031224;200000;121.64;121.64;121.01;121.29;1467300
GAZP;60;031224;210000;121.29;121.61;121.09;121.17;550500
GAZP;60;031224;220000;121.19;121.35;120.89;121.18;885320
GAZP;60;031224;230000;121.18;121.25;121.04;121.2;254880
GAZP;60;041224;000000;121.21;121.54;121.1;121.48;902990
GAZP;60;041224;110000;121.49;122;120.62;121.2;3995340
GAZP;60;041224;120000;121.2;123.46;121.1;123.18;6963390
GAZP;60;041224;130000;123.18;123.31;122.4;122.88;3335250
GAZP;60;041224;140000;122.89;122.95;122.6;122.72;1684800
GAZP;60;041224;150000;122.73;122.99;122.66;122.87;1528200
GAZP;60;041224;160000;122.88;122.98;121.69;121.92;3165530
GAZP;60;041224;170000;121.92;122.35;121.04;121.14;3668690
GAZP;60;041224;180000;121.13;121.17;119.86;120.06;6151160
GAZP;60;041224;190000;120.06;120.25;115;115.49;29878440
GAZP;60;041224;200000;115.15;115.46;114.13;115.37;13966090
GAZP;60;041224;210000;115.37;115.7;114.79;115.62;6699660
GAZP;60;041224;220000;115.62;115.7;115;115.29;2796230
GAZP;60;041224;230000;115.29;115.41;115.01;115.27;1528360
GAZP;60;051224;000000;115.31;115.47;115.18;115.3;1984220
GAZP;60;051224;110000;115.79;116.95;115.25;115.91;16165460
GAZP;60;051224;120000;115.91;116.5;114.8;114.94;7194200
GAZP;60;051224;130000;114.93;115.16;113.51;114.34;12696550
GAZP;60;051224;140000;114.35;114.4;113.24;113.95;5629870
GAZP;60;051224;150000;113.89;114.28;113;113.09;6559980
GAZP;60;051224;160000;113.08;114;113;113.57;5776480
GAZP;60;051224;170000;113.57;115.68;113.36;114.65;8846560
GAZP;60;051224;180000;114.65;117.46;114.53;116.44;16097910
GAZP;60;051224;190000;116.46;117.28;115.4;116.12;5824290
GAZP;60;051224;200000;116.2;117.34;116.15;116.56;5056640
GAZP;60;051224;210000;116.56;116.9;116.19;116.42;1708930
GAZP;60;051224;220000;116.42;116.9;116.35;116.79;1490030
GAZP;60;051224;230000;116.8;116.97;116.68;116.88;1021180
GAZP;60;061224;000000;116.87;117;116.6;116.63;714820
GAZP;60;061224;110000;117.02;117.32;115.71;116.75;8640810
GAZP;60;061224;120000;116.76;116.9;115.15;115.33;4717560
GAZP;60;061224;130000;115.33;115.43;113.9;114;8337030
GAZP;60;061224;140000;114;114.8;113.91;114.48;3590720
GAZP;60;061224;150000;114.48;115.48;114;115.48;3638200
GAZP;60;061224;160000;115.48;115.93;115.15;115.85;4170860
GAZP;60;061224;170000;115.85;116;114.59;115.65;6182680
GAZP;60;061224;180000;115.66;115.88;114.91;115.29;1638820
GAZP;60;061224;190000;115.29;115.34;114.92;114.98;1276620
GAZP;60;061224;200000;114.98;115;114.76;114.97;1368080
GAZP;60;061224;210000;114.97;115;114.84;114.9;1449520
GAZP;60;061224;220000;114.9;115;114.63;114.83;932940
GAZP;60;061224;230000;114.84;115.35;114.82;115.17;1269150
GAZP;60;071224;000000;115.16;115.4;114.99;114.99;815570
GAZP;60;091224;110000;115.73;116.36;115.59;115.95;6442910
GAZP;60;091224;120000;115.94;116;115.24;115.55;3496740
GAZP;60;091224;130000;115.56;115.73;115.15;115.26;2930770
GAZP;60;091224;140000;115.27;115.55;115.25;115.36;2480640
GAZP;60;091224;150000;115.4;115.84;115;115.84;3656670
GAZP;60;091224;160000;115.84;116.26;115.6;116.26;4720280
GAZP;60;091224;170000;116.25;117.4;115.91;117.37;5967530
GAZP;60;091224;180000;117.37;117.86;116.7;117.1;5309140
GAZP;60;091224;190000;117.1;117.45;116.87;117.37;2594330
GAZP;60;091224;200000;117.26;117.32;117.02;117.27;1354950
GAZP;60;091224;210000;117.27;117.46;116.95;116.99;1195000
GAZP;60;091224;220000;116.99;117.22;116.96;117.14;539480
GAZP;60;091224;230000;117.14;117.31;116.99;117.3;534730
GAZP;60;101224;000000;117.31;117.4;116.9;117.06;589650
GAZP;60;101224;110000;117.39;117.47;116.05;116.16;6443610
GAZP;60;101224;120000;116.17;116.69;115.92;116.21;4155770
GAZP;60;101224;130000;116.23;116.23;115.15;115.65;5280820
GAZP;60;101224;140000;115.66;115.89;115.15;115.78;2977560
GAZP;60;101224;150000;115.78;115.8;114.5;114.92;5943500
GAZP;60;101224;160000;114.88;115.38;114.63;114.78;3581020
GAZP;60;101224;170000;114.79;116;114.79;115.13;3412940
GAZP;60;101224;180000;115.13;115.39;114.66;114.99;2027810
GAZP;60;101224;190000;114.98;115.15;114.61;115.04;1692450
GAZP;60;101224;200000;115.04;115.16;114.82;115.01;774170
GAZP;60;101224;210000;115.01;115.01;114.84;114.93;696250
GAZP;60;101224;220000;114.93;115;114.82;114.86;465110
GAZP;60;101224;230000;114.86;114.97;114.8;114.97;443020
GAZP;60;111224;000000;114.97;114.97;114.6;114.7;761630
GAZP;60;111224;110000;114.6;115.16;114.25;114.33;4728000
GAZP;60;111224;120000;114.33;115.38;113.75;114.84;5466240
GAZP;60;111224;130000;114.85;116;114.57;115.63;5814360
GAZP;60;111224;140000;115.63;115.66;114.4;114.48;4149610
GAZP;60;111224;150000;114.47;114.8;114.19;114.74;2614380
GAZP;60;111224;160000;114.77;114.96;114.3;114.3;3097330
GAZP;60;111224;170000;114.3;115;114.22;114.96;3759570
GAZP;60;111224;180000;114.98;115.5;114.33;114.63;4350710
GAZP;60;111224;190000;114.64;114.77;114.06;114.31;3064530
GAZP;60;111224;200000;114.15;115.5;113.79;114.92;6770000
GAZP;60;111224;210000;114.92;115.39;114.81;114.92;1358340
GAZP;60;111224;220000;114.91;115.22;114.85;115.04;748940
GAZP;60;111224;230000;115.07;115.1;114.7;115;804600
GAZP;60;121224;000000;115;115.32;114.99;115.16;801870
